year,office,county,party,candidate,electionType,votes
2016,senate,lincoln,republican,johnny isakson (i),primary,703
2016,senate,lincoln,republican,johnny isakson (i),general,2671
2016,senate,lincoln,democratic,jim barksdale,primary,417
2016,senate,lincoln,democratic,jim barksdale,general,1098
2016,senate,lincoln,democratic,john f coyne iii,primary,30
2016,senate,lincoln,democratic,cheryl copeland,primary,185
2016,senate,crisp,libertarian,allen buckley,general,171
2016,senate,crisp,republican,derrick grayson,primary,215
2016,senate,crisp,republican,mary kay bacallao,primary,227
2016,senate,crisp,republican,johnny isakson (i),primary,1933
2016,senate,crisp,republican,johnny isakson (i),general,4546
2016,senate,crisp,democratic,jim barksdale,primary,151
2016,senate,crisp,democratic,jim barksdale,general,2245
2016,senate,crisp,democratic,john f coyne iii,primary,17
2016,senate,crisp,democratic,cheryl copeland,primary,205
2016,senate,hancock,libertarian,allen buckley,general,56
2016,senate,hancock,republican,derrick grayson,primary,8
2016,senate,hancock,republican,mary kay bacallao,primary,8
2016,senate,hancock,republican,johnny isakson (i),primary,28
2016,senate,hancock,republican,johnny isakson (i),general,946
2016,senate,hancock,democratic,jim barksdale,primary,1010
2016,senate,hancock,democratic,jim barksdale,general,2295
2016,senate,hancock,democratic,john f coyne iii,primary,113
2016,senate,hancock,democratic,cheryl copeland,primary,775
2016,senate,turner,libertarian,allen buckley,general,75
2016,senate,turner,republican,derrick grayson,primary,53
2016,senate,turner,republican,mary kay bacallao,primary,38
2016,senate,turner,republican,johnny isakson (i),primary,429
2016,senate,turner,republican,johnny isakson (i),general,2039
2016,senate,turner,democratic,jim barksdale,primary,95
2016,senate,turner,democratic,jim barksdale,general,1031
2016,senate,turner,democratic,john f coyne iii,primary,1
2016,senate,turner,democratic,cheryl copeland,primary,43
2016,senate,greene,libertarian,allen buckley,general,154
2016,senate,greene,republican,derrick grayson,primary,211
2016,senate,greene,republican,mary kay bacallao,primary,206
2016,senate,greene,republican,johnny isakson (i),primary,2464
2016,senate,greene,republican,johnny isakson (i),general,5735
2016,senate,greene,democratic,jim barksdale,primary,272
2016,senate,greene,democratic,jim barksdale,general,2625
2016,senate,greene,democratic,john f coyne iii,primary,26
2016,senate,greene,democratic,cheryl copeland,primary,282
2016,senate,jeff davis,libertarian,allen buckley,general,144
2016,senate,jeff davis,republican,derrick grayson,primary,281
2016,senate,jeff davis,republican,mary kay bacallao,primary,164
2016,senate,jeff davis,republican,johnny isakson (i),primary,1464
2016,senate,jeff davis,republican,johnny isakson (i),general,3716
2016,senate,jeff davis,democratic,jim barksdale,primary,75
2016,senate,jeff davis,democratic,jim barksdale,general,775
2016,senate,jeff davis,democratic,john f coyne iii,primary,8
2016,senate,jeff davis,democratic,cheryl copeland,primary,108
2016,senate,bartow,libertarian,allen buckley,general,2008
2016,senate,bartow,republican,derrick grayson,primary,1447
2016,senate,bartow,republican,mary kay bacallao,primary,874
2016,senate,bartow,republican,johnny isakson (i),primary,6947
2016,senate,bartow,republican,johnny isakson (i),general,28073
2016,senate,bartow,democratic,jim barksdale,primary,322
2016,senate,bartow,democratic,jim barksdale,general,7291
2016,senate,bartow,democratic,john f coyne iii,primary,33
2016,senate,bartow,democratic,cheryl copeland,primary,203
2016,senate,grady,libertarian,allen buckley,general,261
2016,senate,grady,republican,derrick grayson,primary,158
2016,senate,grady,republican,mary kay bacallao,primary,136
2016,senate,grady,republican,johnny isakson (i),primary,905
2016,senate,grady,republican,johnny isakson (i),general,5534
2016,senate,grady,democratic,jim barksdale,primary,130
2016,senate,grady,democratic,jim barksdale,general,2671
2016,senate,grady,democratic,john f coyne iii,primary,21
2016,senate,grady,democratic,cheryl copeland,primary,250
2016,senate,clay,libertarian,allen buckley,general,23
2016,senate,clay,republican,derrick grayson,primary,4
2016,senate,clay,republican,mary kay bacallao,primary,1
2016,senate,clay,republican,johnny isakson (i),primary,19
2016,senate,clay,republican,johnny isakson (i),general,560
2016,senate,clay,democratic,jim barksdale,primary,197
2016,senate,clay,democratic,jim barksdale,general,574
2016,senate,clay,democratic,john f coyne iii,primary,22
2016,senate,clay,democratic,cheryl copeland,primary,192
2016,senate,chattooga,libertarian,allen buckley,general,295
2016,senate,chattooga,republican,derrick grayson,primary,138
2016,senate,chattooga,republican,mary kay bacallao,primary,280
2016,senate,chattooga,republican,johnny isakson (i),primary,966
2016,senate,chattooga,republican,johnny isakson (i),general,5827
2016,senate,chattooga,democratic,jim barksdale,primary,576
2016,senate,chattooga,democratic,jim barksdale,general,1622
2016,senate,chattooga,democratic,john f coyne iii,primary,29
2016,senate,chattooga,democratic,cheryl copeland,primary,252
2016,senate,miller,libertarian,allen buckley,general,60
2016,senate,miller,republican,derrick grayson,primary,24
2016,senate,miller,republican,mary kay bacallao,primary,11
2016,senate,miller,republican,johnny isakson (i),primary,85
2016,senate,miller,republican,johnny isakson (i),general,1709
2016,senate,miller,democratic,jim barksdale,primary,220
2016,senate,miller,democratic,jim barksdale,general,503
2016,senate,miller,democratic,john f coyne iii,primary,40
2016,senate,miller,democratic,cheryl copeland,primary,201
2016,senate,clinch,libertarian,allen buckley,general,76
2016,senate,clinch,republican,derrick grayson,primary,147
2016,senate,clinch,republican,mary kay bacallao,primary,158
2016,senate,clinch,republican,johnny isakson (i),primary,742
2016,senate,clinch,republican,johnny isakson (i),general,1549
2016,senate,clinch,democratic,jim barksdale,primary,28
2016,senate,clinch,democratic,jim barksdale,general,493
2016,senate,clinch,democratic,john f coyne iii,primary,7
2016,senate,clinch,democratic,cheryl copeland,primary,37
2016,senate,bacon,libertarian,allen buckley,general,95
2016,senate,bacon,republican,derrick grayson,primary,359
2016,senate,bacon,republican,mary kay bacallao,primary,229
2016,senate,bacon,republican,johnny isakson (i),primary,1514
2016,senate,bacon,republican,johnny isakson (i),general,3046
2016,senate,bacon,democratic,jim barksdale,primary,6
2016,senate,bacon,democratic,jim barksdale,general,474
2016,senate,bacon,democratic,john f coyne iii,primary,3
2016,senate,bacon,democratic,cheryl copeland,primary,17
2016,senate,upson,libertarian,allen buckley,general,308
2016,senate,upson,republican,derrick grayson,primary,362
2016,senate,upson,republican,mary kay bacallao,primary,230
2016,senate,upson,republican,johnny isakson (i),primary,2865
2016,senate,upson,republican,johnny isakson (i),general,7063
2016,senate,upson,democratic,jim barksdale,primary,358
2016,senate,upson,democratic,jim barksdale,general,2911
2016,senate,upson,democratic,john f coyne iii,primary,39
2016,senate,upson,democratic,cheryl copeland,primary,391
2016,senate,hart,libertarian,allen buckley,general,345
2016,senate,hart,republican,derrick grayson,primary,429
2016,senate,hart,republican,mary kay bacallao,primary,309
2016,senate,hart,republican,johnny isakson (i),primary,1998
2016,senate,hart,republican,johnny isakson (i),general,6703
2016,senate,hart,democratic,jim barksdale,primary,154
2016,senate,hart,democratic,jim barksdale,general,2180
2016,senate,hart,democratic,john f coyne iii,primary,25
2016,senate,hart,democratic,cheryl copeland,primary,168
2016,senate,randolph,libertarian,allen buckley,general,41
2016,senate,randolph,republican,derrick grayson,primary,7
2016,senate,randolph,republican,mary kay bacallao,primary,3
2016,senate,randolph,republican,johnny isakson (i),primary,50
2016,senate,randolph,republican,johnny isakson (i),general,1293
2016,senate,randolph,democratic,jim barksdale,primary,562
2016,senate,randolph,democratic,jim barksdale,general,1275
2016,senate,randolph,democratic,john f coyne iii,primary,94
2016,senate,randolph,democratic,cheryl copeland,primary,452
2016,senate,jackson,libertarian,allen buckley,general,1217
2016,senate,jackson,republican,derrick grayson,primary,767
2016,senate,jackson,republican,mary kay bacallao,primary,522
2016,senate,jackson,republican,johnny isakson (i),primary,4169
2016,senate,jackson,republican,johnny isakson (i),general,20965
2016,senate,jackson,democratic,jim barksdale,primary,169
2016,senate,jackson,democratic,jim barksdale,general,3906
2016,senate,jackson,democratic,john f coyne iii,primary,13
2016,senate,jackson,democratic,cheryl copeland,primary,94
2016,senate,haralson,libertarian,allen buckley,general,481
2016,senate,haralson,republican,derrick grayson,primary,533
2016,senate,haralson,republican,mary kay bacallao,primary,319
2016,senate,haralson,republican,johnny isakson (i),primary,2737
2016,senate,haralson,republican,johnny isakson (i),general,8833
2016,senate,haralson,democratic,jim barksdale,primary,89
2016,senate,haralson,democratic,jim barksdale,general,1444
2016,senate,haralson,democratic,john f coyne iii,primary,8
2016,senate,haralson,democratic,cheryl copeland,primary,49
2016,senate,rockdale,libertarian,allen buckley,general,1150
2016,senate,rockdale,republican,derrick grayson,primary,223
2016,senate,rockdale,republican,mary kay bacallao,primary,280
2016,senate,rockdale,republican,johnny isakson (i),primary,2355
2016,senate,rockdale,republican,johnny isakson (i),general,13893
2016,senate,rockdale,democratic,jim barksdale,primary,3957
2016,senate,rockdale,democratic,jim barksdale,general,21223
2016,senate,rockdale,democratic,john f coyne iii,primary,205
2016,senate,rockdale,democratic,cheryl copeland,primary,2428
2016,senate,calhoun,libertarian,allen buckley,general,30
2016,senate,calhoun,republican,derrick grayson,primary,2
2016,senate,calhoun,republican,mary kay bacallao,primary,4
2016,senate,calhoun,republican,johnny isakson (i),primary,51
2016,senate,calhoun,republican,johnny isakson (i),general,862
2016,senate,calhoun,democratic,jim barksdale,primary,439
2016,senate,calhoun,democratic,jim barksdale,general,1007
2016,senate,calhoun,democratic,john f coyne iii,primary,29
2016,senate,calhoun,democratic,cheryl copeland,primary,215
2016,senate,douglas,libertarian,allen buckley,general,2068
2016,senate,douglas,republican,derrick grayson,primary,1015
2016,senate,douglas,republican,mary kay bacallao,primary,820
2016,senate,douglas,republican,johnny isakson (i),primary,7446
2016,senate,douglas,republican,johnny isakson (i),general,25102
2016,senate,douglas,democratic,jim barksdale,primary,1858
2016,senate,douglas,democratic,jim barksdale,general,28166
2016,senate,douglas,democratic,john f coyne iii,primary,88
2016,senate,douglas,democratic,cheryl copeland,primary,1817
2016,senate,richmond,libertarian,allen buckley,general,2196
2016,senate,richmond,republican,derrick grayson,primary,636
2016,senate,richmond,republican,mary kay bacallao,primary,657
2016,senate,richmond,republican,johnny isakson (i),primary,7563
2016,senate,richmond,republican,johnny isakson (i),general,25908
2016,senate,richmond,democratic,jim barksdale,primary,6510
2016,senate,richmond,democratic,jim barksdale,general,42229
2016,senate,richmond,democratic,john f coyne iii,primary,428
2016,senate,richmond,democratic,cheryl copeland,primary,6403
2016,senate,cobb,libertarian,allen buckley,general,16955
2016,senate,cobb,republican,derrick grayson,primary,4015
2016,senate,cobb,republican,mary kay bacallao,primary,4241
2016,senate,cobb,republican,johnny isakson (i),primary,28237
2016,senate,cobb,republican,johnny isakson (i),general,169269
2016,senate,cobb,democratic,jim barksdale,primary,6710
2016,senate,cobb,democratic,jim barksdale,general,133871
2016,senate,cobb,democratic,john f coyne iii,primary,417
2016,senate,cobb,democratic,cheryl copeland,primary,5256
2016,senate,berrien,libertarian,allen buckley,general,226
2016,senate,berrien,republican,derrick grayson,primary,281
2016,senate,berrien,republican,mary kay bacallao,primary,168
2016,senate,berrien,republican,johnny isakson (i),primary,1529
2016,senate,berrien,republican,johnny isakson (i),general,5061
2016,senate,berrien,democratic,jim barksdale,primary,101
2016,senate,berrien,democratic,jim barksdale,general,895
2016,senate,berrien,democratic,john f coyne iii,primary,11
2016,senate,berrien,democratic,cheryl copeland,primary,106
2016,senate,troup,libertarian,allen buckley,general,830
2016,senate,troup,republican,derrick grayson,primary,807
2016,senate,troup,republican,mary kay bacallao,primary,641
2016,senate,troup,republican,johnny isakson (i),primary,4957
2016,senate,troup,republican,johnny isakson (i),general,15293
2016,senate,troup,democratic,jim barksdale,primary,526
2016,senate,troup,democratic,jim barksdale,general,8312
2016,senate,troup,democratic,john f coyne iii,primary,32
2016,senate,troup,democratic,cheryl copeland,primary,503
2016,senate,glascock,libertarian,allen buckley,general,37
2016,senate,glascock,republican,derrick grayson,primary,8
2016,senate,glascock,republican,mary kay bacallao,primary,6
2016,senate,glascock,republican,johnny isakson (i),primary,17
2016,senate,glascock,republican,johnny isakson (i),general,1101
2016,senate,glascock,democratic,jim barksdale,primary,318
2016,senate,glascock,democratic,jim barksdale,general,142
2016,senate,glascock,democratic,john f coyne iii,primary,41
2016,senate,glascock,democratic,cheryl copeland,primary,118
2016,senate,burke,libertarian,allen buckley,general,200
